libMath         myCulculation     разность
74.209949  -inf  inf  
1.000000  1.000000  0.000000  
1.000000  1.000000  0.000000  
1.000000  1.000000  0.000000  
1.000000  1.000000  0.000000  
1.000000  1.000000  0.000000  
1.000000  1.000000  0.000000  
1.000000  1.000000  0.000000  
1.000000  1.000000  0.000000  
1.000000  1.000000  0.000000  
